,epoch,train_loss,val_loss
0,1.0,0.10980662610086184,0.06259789850704278
1,2.0,0.05837649564657892,0.05215178953507279
2,3.0,0.047109337535405915,0.035754303153179866
3,4.0,0.04123524450475261,0.03264539254994332
4,5.0,0.03684644865847769,0.02827578834906409
5,6.0,0.03289278950246553,0.024629396893366982
6,7.0,0.0310651555479992,0.022930577986791163
7,8.0,0.029983272308868075,0.022780553767858428
8,9.0,0.029907881663668725,0.02202905474018447
9,10.0,0.030104648886573694,0.02331281418004368
10,11.0,0.03082973343867158,0.025734281096654602
11,12.0,0.03175308015493174,0.02551379625367213
12,13.0,0.030654957260759105,0.02422339365452151
13,14.0,0.02956764078625138,0.023821232203818574
14,15.0,0.028682698362639973,0.025466728024184704
15,16.0,0.027891273580728067,0.02106142196144107
16,17.0,0.026264655731973195,0.020175308979387525
17,18.0,0.024875991300694525,0.018852122116220903
18,19.0,0.02307038206074919,0.01727672827819103
19,20.0,0.02190661726016847,0.015994361743236644
20,21.0,0.0201327806752589,0.013033538166716506
21,22.0,0.019270520086681085,0.011576106400476604
22,23.0,0.018264919070024338,0.010822699929858688
23,24.0,0.017552470025562105,0.010607336842325291
24,25.0,0.01775697480650648,0.010767431228268372
25,26.0,0.018523579829978563,0.011316129766829029
26,27.0,0.01897578840513551,0.01327144510195225
27,28.0,0.021068683136550206,0.015406683983304833
28,29.0,0.021988519015056746,0.01633661616404977
29,30.0,0.023003508094402533,0.019293050717892526
30,31.0,0.02340566609054804,0.01690466105466402
31,32.0,0.02307739229133678,0.022942724955987325
32,33.0,0.02236985710878221,0.0182146658602206
33,34.0,0.02171312868595123,0.01492764800786972
34,35.0,0.02046813994705204,0.012853113869558784
35,36.0,0.01919245087497291,0.012487786680554287
36,37.0,0.018263346134197143,0.009979378838752266
37,38.0,0.017282640514156174,0.009266857971449065
38,39.0,0.01680095489210789,0.008200638408808015
39,40.0,0.016258672805177787,0.009078037093947583
