,epoch,train_loss,val_loss
0,1.0,0.5619801205302042,0.07975632074890257
1,2.0,0.08407523526795327,0.06223187638045866
2,3.0,0.05926113500008507,0.04540579117645946
3,4.0,0.053697339646399965,0.05270858858770962
4,5.0,0.08561296695991168,0.17193030839479423
5,6.0,0.08487925198343065,0.06510796831755698
6,7.0,0.05814749210599869,0.05003983046435102
7,8.0,0.047845762542315894,0.04012155176812335
8,9.0,0.04292500764722862,0.03751746388270131
9,10.0,0.0407535481606684,0.03737434202545806
10,11.0,0.042093130130143395,0.039225475131710874
11,12.0,0.0462039301437991,0.04123139687919918
12,13.0,0.0457458778447102,0.04047152079358886
13,14.0,0.04257143236223667,0.0377671241854565
14,15.0,0.039088022685240184,0.03437012042614478
15,16.0,0.03666599495188584,0.0338600380464068
16,17.0,0.036349751398203865,0.0344044169104552
17,18.0,0.03916633360915714,0.03868044768990595
18,19.0,0.04221343990001414,0.040539993798430964
19,20.0,0.04138405449570171,0.03807854692487023
20,21.0,0.03759979749364512,0.03405741408844538
21,22.0,0.03451315340186868,0.030378317366106602
22,23.0,0.03384331153143966,0.03222388045602961
23,24.0,0.035169126365392926,0.034679269040875794
24,25.0,0.04038698779685157,0.03928529414572293
25,26.0,0.03999808819166251,0.04169172777122335
26,27.0,0.03785574061293451,0.0332500982699515
27,28.0,0.03311448825138902,0.029288156005212024
28,29.0,0.03097062200780899,0.02875943173053144
29,30.0,0.031846539540186763,0.034292508128888996
30,31.0,0.036156488221789164,0.03901283989978742
31,32.0,0.03876257647597601,0.0377822663352082
32,33.0,0.037972969059196726,0.03455281802276267
33,34.0,0.03348131592548083,0.030078959380146823
34,35.0,0.030483407935216315,0.027842224775990354
35,36.0,0.03007115461523571,0.02924659489830838
36,37.0,0.033069939633447024,0.037398343174895154
37,38.0,0.03752453071139161,0.03471462970858888
38,39.0,0.037526894898878206,0.037101800918956346
39,40.0,0.033499488080777816,0.03045769363547428
